BA_Entry,BA_Notes,BA_Proof,CampNote,Children,Count,DataEntry,DataProof,DeathP,DemogNote,DemographicsList,DurMax,DurMid,DurMin,DurPrec,Elderly,EnclNote,EnclType,EncyChap,EncyPP,EncyStruc,EncyTitle,EncyVol,EndCert,EndEarly,EndLate,EndMidYear,EndMid_ISO,EndMid_parsed,EndNote,EndPrec,EndQuote,EndType,EpiCert,EpiDysente,EpiNone,EpiOther,EpiTubercu,EpiTyphoi,EpiTyphus,EpiUnspeci,EpidemNote,Epidemic,ForcMovIn,ForcMovOut,GPopCert,GPopMax,GPopOther,GType,GerOcCert,GerOcEarly,GerOcLate,GerOcMidYear,GerOcMid_ISO,GerOcMid_parsed,GerOcNote,GerOcPrec,GerOcQuote,HPBelowG,HPNew,HPNote,HPReuse,HoldPNote,HoldPNum,HoldPStruc,HoldPStruc_ag_ind_mil_building_s,HoldPStruc_ag_mil_building,HoldPStruc_barrack,HoldPStruc_castle,HoldPStruc_district,HoldPStruc_factory_building,HoldPStruc_field_outdoors,HoldPStruc_house_s,HoldPStruc_hut_shed_or_tent,HoldPStruc_jail_prison_or_cell,HoldPStruc_jewish_community_building_s,HoldPStruc_market_square,HoldPStruc_neighborhood,HoldPStruc_other,HoldPStruc_other_building,HoldPStruc_private_residence,HoldPStruc_public_building,HoldPStruc_public_building_s,HoldPStruc_street_s,HoldPStruc_uncertain,HoldPStruc_underground,HoldPStruc_unknown,HoldPStruc_unspecified,HoldPStruc_whole_settlement,Incomers,InmateNote,InmateType,Judenrat,LBldNew,LBldReuse,LExName,LExNote,LabBelowG,LabIndoors,LabOutdoors,LabPlNote,Labor,LaborNote,LaborType,Lat_Y,LbArmament,LbBuildMat,LbCert,LbCivicDef,LbCleaning,LbCollDead,LbConstruc,LbFarm,LbManufact,LbNone,LbOilCoal,LbOther,LbTransMat,LbUnspecif,Link_TMB,LocNotes,Long_X,MM,Men,MoveNote,Nation,OldID,OtherOcc,OtherSys,Outgoers,PC_Entry,PC_Notes,PC_Proof,PMaxCert,PMaxNote,PMaxPop,Place,Place_clean,PopJ,PopJCert,PopJOc,PopJOcCert,PopJYear,PopNote,Refugee,RegionAbbr,RemoveLast,RestrNote,RestrQuote,RestrTime,RestrType,RestrType_bodies_marked,RestrType_bodily_harm,RestrType_cultural,RestrType_dispossession,RestrType_economic_activity,RestrType_homes_marked,RestrType_imprisonment,RestrType_jewish_police,RestrType_labor,RestrType_leaving_holding_place,RestrType_leaving_settlement,RestrType_movement_within_settlement,RestrType_murder,RestrType_other,RestrType_registration,RestrType_residential_separation,RestrType_sexual_violence,RestrType_uncertain,RestrType_unknown,RestrType_unspecified,SiteAlias,SiteID,SiteLoc,SiteName,SiteNmEncy,SiteType,StartCert,StartEarly,StartLate,StartMidYear,StartMid_ISO,StartMid_parsed,StartNote,StartPrec,StartQuote,StartType,Women,WorkProx,Youth,dropdown_EncyStruc,dropdown_SiteType,mentioned_in_transcripts,transcript_mention_count
DG,"MM#: It is quite likely that more than one mass murder occurred over the rcourse of the ghetto's existence, but the wording is too vague to put a number on it. ED: counted two MMs as both cite the murder of many",ED,,,,,,yes,,,387,387,387,0,,,existing building(s),,621-623,Lublin Region,Ghettos in German-occupied Eastern Europe,2,,11/10/42,11/10/42,2042,1942-11-10,11/10/42,,,,,certain,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Typhus,yes,yes,certain,2750,,camp;collection point;transit ghetto,,9/18/39,9/24/39,2039,1939-09-21,9/21/39,"Used Bilgoraj (10/7/1939) and Krasnystaw (10/7-8/1939), but the wording of this entry makes it impossible to tell. [ArcProof: only nearby towns are Bełżyce and Kraśnik with 9/15 and 9/16 but these contradict the quote, so I assigned a table estimate around the 3 week after mark.]",6,"About three weeks after the German invasion of Poland in September 1939, news spread that the Germans were approaching...The Germans occupied the town for a few days, but then they withdrew and soldiers of the Red Army entered Bychawa from the east. A few days later the Soviets withdrew behind the Bug River...German forces then re-entered the town.",,,,,"CR: The entry suggests that although a formal ghetto was never established, the Jews lived in an area surrounding the market square. A labor camp was later created in the Bet Midrash.",2,Jewish community building(s),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,yes,,,,,,,,,cleaning;unspecified,,,51.016,FALSE,FALSE,certain,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,22.533,2,,,,391,,,,CR,"CR: Originally there was no formal ghetto, but after the deportation of most of the Jews, a small labor camp was opened. ED: changed RestrQuote to reflect lasting German occupation; changed Restrtime to immediately; other: hostages taken; EnclType: added existing buildings and deleted unknown; Gtype: transit ghetto added; deleted none given. JH: added collection point, described as such in introductory essay, p. 607",ED,,,,,,,approximate,1900,,1921,,yes,LBL,,CR: Entry mentions that some Jews were required to leave town.,"In the first days following the German seizure of Bychawa, the Germans forcibly shaved off the beards of some Jews, beating and humiliating them in the streets.",before,bodies marked;bodily harm;cultural;dispossession;economic activity;imprisonment;labor;leaving settlement;murder;other;sexual violence,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,2325,,Bychawa,,Ghetto,,9/19/41,9/19/41,2041,1941-09-19,9/19/41,,,,,,,,Lublin Region,Ghetto,FALSE,0
AW,"Labor = ""The Germans also obliged the Jews to perform various forms of heavy labor.""",JH,,,,,,uncertain,,,39,7,-25,64,,,guard(s),,1656-1657,Eastern Belorussia Region,Ghettos in German-occupied Eastern Europe,2,,5/9/41,10/10/41,2041,1941-09-22,9/22/41,,,,,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,unknown,unknown,unknown,unknown,,"ED: Soviet estimates put the number of people murdered by the Germans in Bykhov in 1941 to be in excess of 4,000. However, in view of the pre-war Jewish population of only 2,703 for the entire raion, it seems unlikely that the number of Jewish victims exceeded this (allowing for a number of Jewish evacuees who were probably more or less replaced by the refugees who became trapped in Bykhov).",none given,,7/1/41,7/15/41,2041,1941-07-08,7/8/41,No nearby towns.,14,German mobile forces of Army Group Center occupied the town in the first half of July 1941 (1656),,,,,CR: Jews were held in Sapega Castle.,1,other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,unknown,,,,,,,,,unspecified,,,53.516666,FALSE,FALSE,certain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,30.25,3,,,,78,,,,CR,"ED: RestrType: added imprisonment, added bodily harm, as entry states people were tortured, selected dispossession, because victims were robbed of clothing before being shot;",ED,,,,,,2295,certain,2750,,1939,CR: PopJOc calculated as the average of the given 2500 to 3000 Jews in the town at the time of occupation.,yes,EBR,,,"Shortly after the occupation began, the German administration ordered the registration and marking of the Jews.",soon,bodies marked;bodily harm;dispossession;imprisonment;labor;murder;registration,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,2980,,Bykhov,,Ghetto,,1/9/41,9/30/41,2041,1941-09-15,9/15/41,,,,,,,,Eastern Belorussia Region,Ghetto,FALSE,0
JH,"Transport In: I counted becaue of this statement: ""Katz received the impression that the Judenrat did its best to protect the Bystrzyca Jews but that it discriminated against newcomers."" Transport Out: I counted transport to Labor camps.",AW&JH,,,,,,unknown,,,421,372,324,97,,HC: the entry states that the ghetto was only lightly guarded,guard(s),,1047-1048,Lithuania Region,Ghettos in German-occupied Eastern Europe,2,,10/20/42,10/27/42,2042,1942-10-23,10/23/42,,,,,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,unknown,uncertain,yes,certain,194,"According to the results of a census conducted by the Germans in May 1942, there were 194 Jews living in the Bystrzyca ghetto at that time.",none given,,6/24/41,6/24/41,2041,1941-06-24,6/24/41,,0,"German armed forces occupied the village on June 24, 1941.",,,,,,1,unspecified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,yes,,,,,,,,,farm labor;unspecified,,,54.8,FALSE,FALSE,certain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,25.883333,1,,,,448,,,,HC,ED: RestrTime: changed from uncertain to longer; RestrType:  added other: contact with non-Jews,MK/ED,,,,,,154,certain,,,1919,,uncertain,LTH,,"Proof MK: RestrTime: changed from soon to uncertain as it is unclear whether restrictions began days, weeks, or even months after occupation. RestrType: deleted Jewish police as there no mention of it in the ghetto (only local policemen). It is stated that the head of the Judenrat in Wilno regretted that the Jewish police from the Vilna ghetto had not been present for the final liquidation.","German armed forces occupied the village on June 24, 1941. In the summer of 1941, a German military commandant’s office (Ortskommandantur) governed Bystrzyca. In September 1941, authority was transferred to a German civil administration. Initially, Bystrzyca was part of Gebiet Wilejka in Generalkommissariat Weissruthenien.
In the summer and fall of 1941, the German authorities introduced a series of anti-Jewish measures in Bystrzyca: Jews were prohibited from leaving the limits of the village or from using the sidewalks; they were obliged to wear the yellow patch; and Jewish property, including agricultural land, was confiscated. The German authorities ordered the establishment of a Jewish Council (Judenrat).",longer,bodies marked;bodily harm;dispossession;economic activity;labor;leaving settlement;movement within settlement;murder;other;residential separation,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,2533,,Bystrzyca,,Ghetto,,1/9/41,11/30/41,2041,1941-10-16,10/16/41,,,,,,,,Lithuania Region,Ghetto,FALSE,0
NM,"OtherOcc- Byten has no information for administration between 1939-1941 at beginning of entry, but later notes Soviet Occupation(NM); Labor- other includes clearing out Jewish houses as well as preparing and furnishing a house for Gendarmes. ""Manufacturing""refers to craftsmen working outside of ghetto (NM) [Proof JH: As noted on discourse, mention of craftsmen or artisans does not mean that they necessarilyy manufactured anything. So, unspecified.]; ForcedMoveIn- didn't include Iwacewicz because appears to be refugees and not Forced Move In (NM); MM- did not include murder of 3 refugee families because unclear if this is enough to meet MM criteria. (NM);",JH,,,,,,yes,,,120,90,60,60,,,unknown,,1172-1174,Weissruthenien Region,Ghettos in German-occupied Eastern Europe,2,,8/29/42,8/29/42,2042,1942-08-29,8/29/42,,,,,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Epidemic- note that there was a Typhus outbreak during WWI (NM);,unknown,unknown,yes,approximate,1200,,none given,,6/25/41,6/25/41,2041,1941-06-25,6/25/41,,0,"On Wednesday, June 25, 1941, German soldiers entered Byteń",,,,,,1,house(s);Jewish community building(s),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,yes,,,,,,,,,construction;other;unspecified,,,52.883333,FALSE,FALSE,certain,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,25.5,3,,,,869,,,,NM,"ED: JOccPop: added 1000 (880 + ~200 Polish refugees); changed JOccPopCert: from unknown to uncertain; RestrType: added registration (a list was made); added leaving holding place did not add economic activity, although existence of black market could mean trade was forbidden;  DeatPStruc: changed from unknown to yes, as any Jew caught outside the ghetto would be killed;",,,,,,,880,approximate,1000,,1939,,yes,WRN,,,A German military administration was not set up until July 12. The names of the officers in charge were Leutnant Schmidt and Wachtmeister Lipmann. It was around this time that the Germans issued an order to form the Judenrat.,soon,bodily harm;dispossession;labor;leaving holding place;murder;registration;residential separation,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,2645,,Byteń,,Ghetto,,1/5/42,6/30/42,2042,1942-05-31,5/31/42,,,,,,,,Weissruthenien Region,Ghetto,FALSE,0
,,,,,,,,,,,,,,,,,,,,Hungary,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,46.125139,,,,,,,,,,,,,,,,,19.335778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4245,,Bácsalmás,,Ghetto,,,,,,,,,,,,,,Hungary,Ghetto,FALSE,0
,,,,,,,,,,,,,,,,,,,,Hungary,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,47.847167,,,,,,,,,,,,,,,,,23.927889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4248,,Bárdfalva,,Ghetto,,,,,,,,,,,,,,Hungary,Ghetto,FALSE,0
,,,,,,,,,,,,,,,,,,,,Hungary,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,46.673594,,,,,,,,,,,,,,,,,21.087731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4249,,Békéscsaba,,Ghetto,,,,,,,,,,,,,,Hungary,Ghetto,FALSE,0
EMD,"A mass murder Aktion occurred just before the ghetto was established; a second action occurred after the ghetto was formed, but entry lists only a few Jews shot on the spot; [Proof JH: included all mass murder events, right after occupation, first Aktion, and liquidation. Labor: included diggign their own grave.]",JH,,,,,,unknown,,,133,133,133,0,,AK: I deselected unspecified and existing buildings because ghetto enclosure is not mentioned.,unknown,,750-751,Eastern Galicia Region,Ghettos in German-occupied Eastern Europe,2,,4/13/43,4/13/43,2043,1943-04-13,4/13/43,,,,,certain,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Typhus,yes,yes,unknown,,"AK: Entry notes about 3,200 Jews here in August 1942, 4 months before the ghetto was established.",none given,,6/30/41,6/30/41,2041,1941-06-30,6/30/41,,0,"Bóbrka was occupied on June 30, 1941, by units of the 257th Infantry Division, which was part of the German 17th Army.",,,,,"""The German authorities, aided by the Jewish Police, attempted to gather all the residents of the ghetto on the square by the synagogue."" AK: This was an assembly prior to selection for labor and a mass shooting, not a holding place; I deselected Market Square. Also deselected district. The entry does not describe the ghetto's form or location.",1,unspecified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,yes,,,,,,,,,other;unspecified,,,49.6376,FALSE,FALSE,certain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,24.294619,3,,,,168,,,,AL,"AK, DeathP: Although many people were killed here, there's no specific mention of a death penalty for disobeying orders or rules.",AK,,,,,,1833,certain,2000,,1931,"AK, GPopMax: Numbers of people living in the ghetto are difficult to ascertain so I left it blank.",yes,EGL,,"AK, RestrType: other = forbidden to interact with non-Jewish population. I unchecked residential separation because that is not specifically mentioned.","On July 2, 1941, a pogrom took place in Bobrka. The cause…was the discovery of the bodies of 16 victims of the Soviet People's Commissariat of Internal Affairs (NKVD). Their murder was blamed on the Jews… Bands of Ukrainian peasants came to town…and dragged the Jews from their hiding places, beating them with sticks.",soon,bodies marked;bodily harm;dispossession;economic activity;Jewish police;labor;movement within settlement;murder;other;registration,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,2372,,Bóbrka,,Ghetto,,1/12/42,1/12/42,2042,1942-01-12,1/12/42,,,,,,,,Eastern Galicia Region,Ghetto,FALSE,0
DG,"Labor: Labor after the Sammelghetto was created included farm labor and construction. ED: ForcedMove_in: changed from yes to unknown; ForcedMove_out to Biala Rawska; Refugees: from yes to unknown, as refugees arrived after liquidation; changed start from uncertain to certain, as the pinkhas book gives the date range; changed end uncertain to certain",ED,,,,,,yes,,,152,99,46,106,,,unknown,,195,Radom Region,Ghettos in German-occupied Eastern Europe,2,,7/16/42,8/31/42,2042,1942-08-08,8/8/42,,,,,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,unknown,unknown,yes,approximate,325,,camp,,9/5/39,9/9/39,2039,1939-09-07,9/7/39,Used KOLUSKI (9/9/39) and PIOTRKÓW-TRYBUNALSKI (5/9/39) [ArcProof: and Tomaszów Mazowiecki and Brzeziny.],4,German armed forces occupied the village in September 1939.,,,,,"AK, HoldPStruc: Unspecified = the labor camp. The entry cites various claims for when a ghetto was established, none certain. Only deportation was certain, and the brief existence of a labor camp or ""Sammelghetto.""",2,unspecified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,yes,,,,,,,,,unspecified,,,51.587938,FALSE,FALSE,certain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,19.749582,1,,,,575,,,,CR,"AK, DeathP: I changed this to yes.",AK,,,,,,,unknown,228,,,CR: GpopMax calculated from the given estimate of 300 to 350 people.,unknown,RDM,,,"Within days of their arrival, German forces introduced a series of anti-Jewish measures.",immediately,bodies marked;dispossession;labor;leaving settlement;registration,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,2088,,Będków,,Ghetto,,1/4/42,5/31/42,2042,1942-01-05,1/5/42,,,,,,,,Radom Region,Ghetto,FALSE,0
NM/ AW,"ForcedMove_in: note that one transport arrived before the ghetto was created (AW); MM: we counted the shooting of ""several hundred Jews""  during the liquidation in August 1943 (AW) [Proof JH: note the detailed information on the manufacturing industry!]",JH,,,,,,unknown,,,457,442,427,30,,"EnclType: Notes that Jews were not allowed to exit ghetto onto Malachowski Street, and could consider this a type of enclosure, where the street demarcates enclosure. (NM).",guard(s),,140-143,Eastern Upper Silesia Region,Ghettos in German-occupied Eastern Europe,2,,1/8/43,1/8/43,2043,1943-01-08,1/8/43,,,,,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,unknown,yes,yes,approximate,23000,,closed;Jewish district;open;sealed,,9/4/39,9/4/39,2039,1939-09-04,9/4/39,,0,"The German army entered Będzin on September 4, 1939.",,,,,"HoldPNum: Jewish Orphanage, area of streets/apartments/ open ghetto (not spatially distinct, so counted as 1 holding place). Did not count Hakoah, Sarmacja--  unclear whether people stayed here overnight. Appears to be assembly, though the selection went on for 3 days (NM). JH: I counted the open ghetto, and the two sports fields, which makes 3, as ED suggests below.",3,field/outdoors;Jewish community building(s);street(s),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,yes,,,,,,,,,manufacturing;unspecified,,,50.325039,FALSE,FALSE,certain,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,19.131349,1,,,,277,,,,NM,"ED: GPopMax: changed to 23000 from 263200 (seems a more certain approximation--number gathered on sports fields); HoldPStruc: deleted houses, Jewish community buildings; added field; HoldPNum: changed from 2 to 3, as people were held on two sport fields for three days; EnclType: changed from never enclosed to guards. JH: Gtype: described as ""sealed"" in regional introduction essay, and ""closed"" in Browning's introduction essay.",,,,,,,21625,certain,,,1931,"PopJOC: entry notes that Judenrat's Stadtkreis Bedzin numbered 25,264 people in october 1940, and there were no major deportations or actions between ocupation and this date. Per discourse discussion, left the entry blank as October 1940 is too far from occupation for this field (NM) GPopMax: the 3,200 people who were deported in May, 1942 (first mass deportation) + 23,000, which is how many Jews reported to selection points in August, 1942 would have been close to maximum ghetto population. (NM)",unknown,EUS,,,"The German army entered Będzin on September 4, 1939. Almost immediately the Germans instituted a reign of terror over the city’s Jews. They burned Jewish homes and the synagogue, took hostages (some of whom they shot), drafted forced laborers, plundered Jewish property, and cut the Jews off from the city’s economic life and from its non-Jewish citizens",immediately,cultural;dispossession;economic activity;imprisonment;Jewish police;labor;movement within settlement;murder;residential separation,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,2070,,Będzin,,Ghetto,,1/5/42,5/31/42,2042,1942-05-16,5/16/42,,,,,,,,Eastern Upper Silesia Region,Ghetto,FALSE,0
AK,"Text says the Polish Blue Police (collaborators with the Germans) were mainly in charge here until the ghetto was established. The Jewish population was mostly relocated to Rzeszów, then deported to Bełżec  in July 1942. [ARL Proofed]","ARL, AK, JH",,,,,,uncertain,,,145,132,118,27,,,unspecified,,485-486,Kraków Region,Ghettos in German-occupied Eastern Europe,2,,6/26/42,6/26/42,2042,1942-06-26,6/26/42,,,,,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,unknown,yes,yes,certain,991,,Jewish district,,9/8/39,9/10/39,2039,1939-09-09,9/9/39,"Text infers that Germans remained in Błażowa ""[a]fter the Soviets invaded Poland from the east on September 17, 1939 . . ."" (485) but doesn't say when the Germans arrived. AK used 28th from our assigned dates table for late in the month. JH assigned date range from nearby Strzyżów, Brzozów, Rzeszów, Jawornik Polski, Jasienica Rosielna",2,"After the Soviets invaded Poland from the east on September 17, 1939, German troops stationed in Błażowa tried to expel as many Jews as possible …",,,,,"JH: Might be 2, but the ghetto, as opposed to the restriction to not leave the settlement, is not described at all, so it is uncertain if the ghetto was smaller than that. AK: Looks like 1 to me.",1,whole settlement,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,yes,,,,,,,,,unspecified,,,49.88564,FALSE,FALSE,certain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,22.10275,1,,,,318,,,,ED,,JH & AK,,,,,,930,certain,825,,1921,"In December 1940, the Judenrat reported … a total of 991 Jews. JH: Right after German occupation, ""A total of 57 Jews left Błażowa permanently, and 768 decided to stay."" AK: PopJOc remains 825 because that is the stated population in 1939 and when the Germans arrived.",yes,KRK,,"JSS records imply that most Jewish businesses were taken over and placed under trustee management by mid-1941, although in many cases this process had been accomplished much earlier. … By mid-January 1942, the community was made aware that from Feburary 1, 1942, Jews would no longer be allowed to leave Błażowa's town limits.","German authorities set up a Jewish Council ( Judenrat), with Abraham Unger as the chairman and Wolf Silberstain as the secretary. Mojsze Weiss was charged with assigning local Jews to labor conscription in accordance with German demands.",uncertain,dispossession;economic activity;labor;leaving settlement;murder;residential separation,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,2252,,Błażowa,,Ghetto,,1/2/42,2/28/42,2042,1942-02-14,2/14/42,,,,,,,,Kraków Region,Ghetto,FALSE,0
