BA_Entry,BA_Notes,BA_Proof,CampNote,Children,Count,DataEntry,DataProof,DeathP,DemogNote,DemographicsList,DurMax,DurMid,DurMin,DurPrec,Elderly,EnclNote,EnclType,EncyChap,EncyPP,EncyStruc,EncyTitle,EncyVol,EndCert,EndEarly,EndLate,EndMidYear,EndMid_ISO,EndMid_parsed,EndNote,EndPrec,EndQuote,EndType,EpiCert,EpiDysente,EpiNone,EpiOther,EpiTubercu,EpiTyphoi,EpiTyphus,EpiUnspeci,EpidemNote,Epidemic,ForcMovIn,ForcMovOut,GPopCert,GPopMax,GPopOther,GType,GerOcCert,GerOcEarly,GerOcLate,GerOcMidYear,GerOcMid_ISO,GerOcMid_parsed,GerOcNote,GerOcPrec,GerOcQuote,HPBelowG,HPNew,HPNote,HPReuse,HoldPNote,HoldPNum,HoldPStruc,HoldPStruc_ag_ind_mil_building_s,HoldPStruc_ag_mil_building,HoldPStruc_barrack,HoldPStruc_castle,HoldPStruc_district,HoldPStruc_factory_building,HoldPStruc_field_outdoors,HoldPStruc_house_s,HoldPStruc_hut_shed_or_tent,HoldPStruc_jail_prison_or_cell,HoldPStruc_jewish_community_building_s,HoldPStruc_market_square,HoldPStruc_neighborhood,HoldPStruc_other,HoldPStruc_other_building,HoldPStruc_private_residence,HoldPStruc_public_building,HoldPStruc_public_building_s,HoldPStruc_street_s,HoldPStruc_uncertain,HoldPStruc_underground,HoldPStruc_unknown,HoldPStruc_unspecified,HoldPStruc_whole_settlement,Incomers,InmateNote,InmateType,Judenrat,LBldNew,LBldReuse,LExName,LExNote,LabBelowG,LabIndoors,LabOutdoors,LabPlNote,Labor,LaborNote,LaborType,Lat_Y,LbArmament,LbBuildMat,LbCert,LbCivicDef,LbCleaning,LbCollDead,LbConstruc,LbFarm,LbManufact,LbNone,LbOilCoal,LbOther,LbTransMat,LbUnspecif,Link_TMB,LocNotes,Long_X,MM,Men,MoveNote,Nation,OldID,OtherOcc,OtherSys,Outgoers,PC_Entry,PC_Notes,PC_Proof,PMaxCert,PMaxNote,PMaxPop,Place,Place_clean,PopJ,PopJCert,PopJOc,PopJOcCert,PopJYear,PopNote,Refugee,RegionAbbr,RemoveLast,RestrNote,RestrQuote,RestrTime,RestrType,RestrType_bodies_marked,RestrType_bodily_harm,RestrType_cultural,RestrType_dispossession,RestrType_economic_activity,RestrType_homes_marked,RestrType_imprisonment,RestrType_jewish_police,RestrType_labor,RestrType_leaving_holding_place,RestrType_leaving_settlement,RestrType_movement_within_settlement,RestrType_murder,RestrType_other,RestrType_registration,RestrType_residential_separation,RestrType_sexual_violence,RestrType_uncertain,RestrType_unknown,RestrType_unspecified,SiteAlias,SiteID,SiteLoc,SiteName,SiteNmEncy,SiteType,StartCert,StartEarly,StartLate,StartMidYear,StartMid_ISO,StartMid_parsed,StartNote,StartPrec,StartQuote,StartType,Women,WorkProx,Youth,dropdown_EncyStruc,dropdown_SiteType,mentioned_in_transcripts,transcript_mention_count
,,,,FALSE,,ED,JH,,"JH: It is unclear if these were at Treis: ""The youngest prisoner in Cochem turned 16 on April 2, 1944. A Frenchman, aged 61, was the oldest.""",Men,216,214,213,3,FALSE,,,Natzweiler-Struthof,1021-1023,Natzweiler-Struthof,"Early Camps, Youth Camps, and Concentration Camps and Subcamps under the SS-Business Administration Office (WVHA)",1,,10/7/44,10/7/44,1944,1944-10-07,10/7/44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,ED: rooms in a hotel; new barracks,TRUE,,,barrack;public building,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Natzweiler; Buchenwald; Hinzert; Auschwitz,"ED: InmateType: other=Special Section Wehrmacht. JH: Italians and Luxembourger were definitely at this camp. Otherwise, the key sentence for both Nation and InmateType is this: ""It is not possible to determine for every individual whether they were sent to Bruttig or Treis."" This makes all nationalities and inmate types uncertain. Nation: Nationalities that are not clearly assigned to the Bruttig camp, but to both camps, are uncertain and include: ""417 Poles, 286 Rus sians, 5 Croats, 2 Frenchmen, 1 Italian, 5 Germans, and 2 stateless persons … The Zeisig construction project involved Frenchmen, Poles, Russians, Dutch, Belgians, Luxembourgers, Yugo slavs, Italians, Croats, Greeks, Norwegians, and a few Germans."" InmateType: Same for the list of prisoner categories at the Zeisig construction project: ""The prisoners were from just about all prisoner categories - convicts transferred from the judicial system to a concentration camp (Security Custody, SV), temporary and preventive remand, asocials, foreign civilian workers, prisoners of war (POWs), prisoners for po liti cal reasons, homosexuals, Jehovah’s Witnesses, Special Section Wehrmacht (SAW)"" Uncertain ImateTypes also include ""Nacht- und- Nebel prisoners""",,,FALSE,FALSE,Bosch;Fix,JH: local tradesmen,TRUE,FALSE,TRUE,,,ED: unspecified: worked in households,camp construction;construction;manufacturing;transporting materials;unspecified,50.168359,,,,,,,,,,,,,,,,,7.294134,,TRUE,,Belgian;Italian;Luxembourger,,,,Natzweiler; Education Camp at Neuwied to Buchenwald,,,,uncertain,ED:  It is not known how the prisoners were distributed  between the two camps at Bruttig and Treis.,1527,,,,,,,,,,,Buchenwald,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kochem-Treis;""Zeisig""",716,,Cochum-Treis ,"Cochum-Treis (""Zeisig"") [aka Kochem-Treis]",Subcamp,,3/5/44,3/8/44,1944,1944-03-06,3/6/44,,,,,FALSE,,FALSE,Natzweiler-Struthof,Subcamp,FALSE,0
,,,,FALSE,,JH,ED,,,Men,136,136,136,0,FALSE,,,Buchenwald,322-324,Buchenwald,"Early Camps, Youth Camps, and Concentration Camps and Subcamps under the SS-Business Administration Office (WVHA)",1,,4/14/45,4/14/45,1945,1945-04-14,4/14/45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,"JH: ""In 1944, in Colditz, HASAG took over several production facilities from a porcelain manufacturer and contracted with construction firms for their conversion into a prison camp and assembly plant.""",TRUE,,,factory building,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Coldliz; Buchenwald; HASAG Leipzig camp,,Jewish,,FALSE,TRUE,,,FALSE,TRUE,TRUE,"JH: ""In 1944, in Colditz, HASAG took over several production facilities from a porcelain manufacturer and contracted with construction firms for their conversion into a prison camp and assembly plant.""",,"JH: LaborType: ""construction work for an armaments factory."" I interpreted ""assembly operations, for example, removing screws from metal plates"" as manufacturing as it seems they produced piecework for further production, which likely was for the armaments production of HASAG.",building material;camp construction;construction;manufacturing;transporting materials,51.127254,,,,,,,,,,,,,,,,,12.801714,,TRUE,"ED: Incomers: Coldliz; Buchenwald; HASAG Leipzig camp; Remove last: removed Theresienstadt, as entry states the inmates were likely sent there",Hungarian;Polish,,,,Buchenwald,,,,approximate,"JH: ""719 prisoners went through the camp""",650,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,180,,Colditz,Colditz,Subcamp,,11/29/44,11/29/44,1944,1944-11-29,11/29/44,,,,,FALSE,both distant and near,FALSE,Buchenwald,Subcamp,FALSE,0
,,,,,,,,,,,,,,,,,,,,Italy,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,43.028056,,,,,,,,,,,,,,,,,12.890833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4353,,Colfiorito,,Camp,,,,,,,,,,,,,,Italy,Camp,FALSE,0
,,,,,,,,,,,,,,,,,,,,Italy,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,43.775278,,,,,,,,,,,,,,,,,10.600306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4354,,Colle di Compito,,Camp,,,,,,,,,,,,,,Italy,Camp,FALSE,0
,,,,,,,,,,,,,,,,,,,,France/Vichy,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,42.526778,,,,,,,,,,,,,,,,,3.084639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4076,,Collioure,,Camp,,,,,,,,,,,,,,France/Vichy,Camp,FALSE,0
,,,,,,,,,,,,,,,,,,,,Vichy Africa,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,31.62130738,,,,,,,,,,,,,,,,,-2.214142273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4192,,Colomb-Béchar,,Camp,,,,,,,,,,,,,,Vichy Africa,Camp,FALSE,0
,,,,,,,,,,,,,,,,,,,,Romania,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,47.31,,,,,,,,,,,,,,,,,30.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4518,,Colosovca,,Camp,,,,,,,,,,,,,,Romania,Camp,FALSE,0
,,,ED: OtherSys: Gestapa,FALSE,,ED,JH,,,Men,1223,1208,1193,30,FALSE,,,Early Camps,59-61,Early camps,"Early Camps, Youth Camps, and Concentration Camps and Subcamps under the SS-Business Administration Office (WVHA)",1,,11/5/36,11/5/36,1936,1936-11-05,11/5/36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,ED: HoldPStruc: a former military installation at Tempelhof Field,TRUE,,,ag/mil building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Gestapa house prison in Berlin; Gestapa house prison in Berlin via Bad Wannsee,,political prisoner,,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,,,52.483768,,,,,,,,,,,,,,,,,13.400616,,TRUE,,German,,,police unit,Gestapa house prison in Berlin,,,,approximate,"ED: On average, more than 400 inmates were kept in the overcrowded prison  cells at a time. JH: ""In total, approximately 10,000 men were held prisoner here through the fall of 1936.""",400,,,,,,,,,,,Sachsenhausen,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Columbia concentration camp,30,,Columbia-Haus,Columbia-Haus,Subcamp,,7/1/33,7/31/33,1933,1933-07-16,7/16/33,,,,,FALSE,,FALSE,Early camps,Subcamp,FALSE,0
,,,ED: Oswald Pohl has his residence at the manor here,FALSE,,ED,JH,,ED: two different camps for men and women,Men;Women,1185,1151,1117,68,FALSE,,,Ravensbrück,1197-1199,Ravensbrück,"Early Camps, Youth Camps, and Concentration Camps and Subcamps under the SS-Business Administration Office (WVHA)",1,,3/21/45,3/31/45,1945,1945-03-26,3/26/45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,ED: caravans or circus vans,TRUE,,,barrack;other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ravensbrück,"ED: Nation: various= different nationalities; InmateType: limited protective custody (befristete Vorbeugehäftlingen Bvers""",Jehovah's Witness;Jewish;protective or preventive custody,,FALSE,TRUE,,ED: SS- Experimental Farm (Versuchsgut) Comthurey; Oswald Pohl,FALSE,TRUE,TRUE,,,"JH: other = ""worked as servants in the Pohls’ residence. The women also worked in private homes and the bakery""",camp construction;camp operations;construction;farm labor;forest labor;other,53.266156,,,,,,,,,,,,,,,,,13.193371,,TRUE,,Czech;French;German;Polish;Russian;various,,,,Ravensbrück; Auschwitz,,,,approximate,,100,,,,,,,,,,,Ravensbrück,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dabelow,849,,Comthurey,Comthurey [aka Dabelow],Subcamp,,1/1/42,2/28/42,1942,1942-01-30,1/30/42,,,,,TRUE,,FALSE,Ravensbrück,Subcamp,FALSE,0
,,,,,,,,,,,,,,,,,,,,Vichy Africa,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,9.509896776,,,,,,,,,,,,,,,,,-13.71055782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4193,,Conakry,,Camp,,,,,,,,,,,,,,Vichy Africa,Camp,FALSE,0
,,,,,,,,,,,,,,,,,,,,Romania,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,48.71,,,,,,,,,,,,,,,,,27.950278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4519,,Conotcăuti,,Camp,,,,,,,,,,,,,,Romania,Camp,FALSE,0
,,,,,1,,,,,,,,,,,,,,,Vichy Africa,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,36.3545623,,,,,,,,,,,,,,,,,6.638117511,,,,,,,,,,,,,,,Constantine,constantine,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4194,,Constantine,,Camp,,,,,,,,,,,,,,Vichy Africa,Camp,TRUE,1
,,,,,,,,,,,,,,,,,,,,France/Vichy,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,48.060833,,,,,,,,,,,,,,,,,3.830333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4077,,Coray ,,Camp,,,,,,,,,,,,,,France/Vichy,Camp,FALSE,0
,,,,,,,,,,,,,,,,,,,,Romania,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,45.305722,,,,,,,,,,,,,,,,,24.653694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4521,,Corbeni / LPRS No. 10,,Camp,,,,,,,,,,,,,,Romania,Camp,FALSE,0
,,,,,,,,,,,,,,,,,,,,Italian-occupied Greece,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,39.648917,,,,,,,,,,,,,,,,,19.880444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4438,,Corfu-Lazaretto Island,,Camp,,,,,,,,,,,,,,Italian-occupied Greece,Camp,FALSE,0
,,,,,,,,,,,,,,,,,,,,Romania,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,47.363611,,,,,,,,,,,,,,,,,27.9975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4522,,Corneşti Târg,,Camp,,,,,,,,,,,,,,Romania,Camp,FALSE,0
,,,,,,,,,,,,,,,,,,,,Italy,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,42.823444,,,,,,,,,,,,,,,,,13.839722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4355,,Corropoli,,Camp,,,,,,,,,,,,,,Italy,Camp,FALSE,0
,,,,,,,,,,,,,,,,,,,,Romania,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,48.225417,,,,,,,,,,,,,,,,,28.280833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4524,,Cosăuţi,,Camp,,,,,,,,,,,,,,Romania,Camp,FALSE,0
,,,,,,,,,,,,,,,,,,,,France/Vichy,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,47.993056,,,,,,,,,,,,,,,,,0.628806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4078,,Coudrecieux,,Camp,,,,,,,,,,,,,,France/Vichy,Camp,FALSE,0
,,,,,,,,,,,,,,,,,,,,Romania,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,44.32475,,,,,,,,,,,,,,,,,23.813472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4527,,Craiova,,Camp,,,,,,,,,,,,,,Romania,Camp,FALSE,0
,,,,,,,,,,,,,,,,,,,,Vichy Africa,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,34.42640763,,,,,,,,,,,,,,,,,-0.811463274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4195,,Crampel,,Camp,,,,,,,,,,,,,,Vichy Africa,Camp,FALSE,0
,,,,,,,,,,,,,,,,,,,,Romania,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,48.137778,,,,,,,,,,,,,,,,,30.325556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4529,,Crasneanca,,Camp,,,,,,,,,,,,,,Romania,Camp,FALSE,0
,,,,,,,,,,,,,,,,,,,,Romania,Camps and Ghettos under European Regimes Aligned with Nazi Germany,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,48.48,,,,,,,,,,,,,,,,,29.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4532,,Cruşinovca,,Camp,,,,,,,,,,,,,,Romania,Camp,FALSE,0
